Province/State,Country/Region,Lat,Long,Date,Value
#adm1+name,#country+name,#geo+lat,#geo+lon,#date,#affected+infected+value+num
,Afghanistan,33.93911,67.709953,2020-07-15,34994
,Afghanistan,33.93911,67.709953,2020-07-14,34740
,Afghanistan,33.93911,67.709953,2020-07-13,34455
,Afghanistan,33.93911,67.709953,2020-07-12,34451
,Afghanistan,33.93911,67.709953,2020-07-11,34366
,Afghanistan,33.93911,67.709953,2020-07-10,34194
,Afghanistan,33.93911,67.709953,2020-07-09,33908
,Afghanistan,33.93911,67.709953,2020-07-08,33594
,Afghanistan,33.93911,67.709953,2020-07-07,33384
,Afghanistan,33.93911,67.709953,2020-07-06,33190
,Afghanistan,33.93911,67.709953,2020-07-05,32951
,Afghanistan,33.93911,67.709953,2020-07-04,32672
,Afghanistan,33.93911,67.709953,2020-07-03,32324
,Afghanistan,33.93911,67.709953,2020-07-02,32022
,Afghanistan,33.93911,67.709953,2020-07-01,31836
,Afghanistan,33.93911,67.709953,2020-06-30,31517
,Afghanistan,33.93911,67.709953,2020-06-29,31238
,Afghanistan,33.93911,67.709953,2020-06-28,30967
,Afghanistan,33.93911,67.709953,2020-06-27,30616
,Afghanistan,33.93911,67.709953,2020-06-26,30451
,Afghanistan,33.93911,67.709953,2020-06-25,30175
,Afghanistan,33.93911,67.709953,2020-06-24,29640
,Afghanistan,33.93911,67.709953,2020-06-23,29481
,Afghanistan,33.93911,67.709953,2020-06-22,29157
,Afghanistan,33.93911,67.709953,2020-06-21,28833
,Afghanistan,33.93911,67.709953,2020-06-20,28424
,Afghanistan,33.93911,67.709953,2020-06-19,27878
,Afghanistan,33.93911,67.709953,2020-06-18,27532
,Afghanistan,33.93911,67.709953,2020-06-17,26874
,Afghanistan,33.93911,67.709953,2020-06-16,26310
,Afghanistan,33.93911,67.709953,2020-06-15,25527
,Afghanistan,33.93911,67.709953,2020-06-14,24766
,Afghanistan,33.93911,67.709953,2020-06-13,24102
,Afghanistan,33.93911,67.709953,2020-06-12,23546
,Afghanistan,33.93911,67.709953,2020-06-11,22890
,Afghanistan,33.93911,67.709953,2020-06-10,22142
,Afghanistan,33.93911,67.709953,2020-06-09,21459
,Afghanistan,33.93911,67.709953,2020-06-08,20917
,Afghanistan,33.93911,67.709953,2020-06-07,20342
,Afghanistan,33.93911,67.709953,2020-06-06,19551
,Afghanistan,33.93911,67.709953,2020-06-05,18969
,Afghanistan,33.93911,67.709953,2020-06-04,18054
,Afghanistan,33.93911,67.709953,2020-06-03,17267
,Afghanistan,33.93911,67.709953,2020-06-02,16509
,Afghanistan,33.93911,67.709953,2020-06-01,15750
,Afghanistan,33.93911,67.709953,2020-05-31,15205
,Afghanistan,33.93911,67.709953,2020-05-30,14525
,Afghanistan,33.93911,67.709953,2020-05-29,13659
,Afghanistan,33.93911,67.709953,2020-05-28,13036
,Afghanistan,33.93911,67.709953,2020-05-27,12456
,Afghanistan,33.93911,67.709953,2020-05-26,11831
,Afghanistan,33.93911,67.709953,2020-05-25,11173
,Afghanistan,33.93911,67.709953,2020-05-24,10582
,Afghanistan,33.93911,67.709953,2020-05-23,9998
,Afghanistan,33.93911,67.709953,2020-05-22,9216
,Afghanistan,33.93911,67.709953,2020-05-21,8676
,Afghanistan,33.93911,67.709953,2020-05-20,8145
,Afghanistan,33.93911,67.709953,2020-05-19,7653
,Afghanistan,33.93911,67.709953,2020-05-18,7072
,Afghanistan,33.93911,67.709953,2020-05-17,6664
,Afghanistan,33.93911,67.709953,2020-05-16,6402
,Afghanistan,33.93911,67.709953,2020-05-15,6053
,Afghanistan,33.93911,67.709953,2020-05-14,5639
,Afghanistan,33.93911,67.709953,2020-05-13,5226
,Afghanistan,33.93911,67.709953,2020-05-12,4963
,Afghanistan,33.93911,67.709953,2020-05-11,4687
,Afghanistan,33.93911,67.709953,2020-05-10,4402
,Afghanistan,33.93911,67.709953,2020-05-09,4033
,Afghanistan,33.93911,67.709953,2020-05-08,3778
,Afghanistan,33.93911,67.709953,2020-05-07,3563
,Afghanistan,33.93911,67.709953,2020-05-06,3392
,Afghanistan,33.93911,67.709953,2020-05-05,3224
,Afghanistan,33.93911,67.709953,2020-05-04,2894
,Afghanistan,33.93911,67.709953,2020-05-03,2704
,Afghanistan,33.93911,67.709953,2020-05-02,2469
,Afghanistan,33.93911,67.709953,2020-05-01,2335
,Afghanistan,33.93911,67.709953,2020-04-30,2171
,Afghanistan,33.93911,67.709953,2020-04-29,1939
,Afghanistan,33.93911,67.709953,2020-04-28,1828
,Afghanistan,33.93911,67.709953,2020-04-27,1703
,Afghanistan,33.93911,67.709953,2020-04-26,1531
,Afghanistan,33.93911,67.709953,2020-04-25,1463
,Afghanistan,33.93911,67.709953,2020-04-24,1351
,Afghanistan,33.93911,67.709953,2020-04-23,1279
,Afghanistan,33.93911,67.709953,2020-04-22,1176
,Afghanistan,33.93911,67.709953,2020-04-21,1092
,Afghanistan,33.93911,67.709953,2020-04-20,1026
,Afghanistan,33.93911,67.709953,2020-04-19,996
,Afghanistan,33.93911,67.709953,2020-04-18,933
,Afghanistan,33.93911,67.709953,2020-04-17,906
,Afghanistan,33.93911,67.709953,2020-04-16,840
,Afghanistan,33.93911,67.709953,2020-04-15,784
,Afghanistan,33.93911,67.709953,2020-04-14,714
,Afghanistan,33.93911,67.709953,2020-04-13,665
,Afghanistan,33.93911,67.709953,2020-04-12,607
,Afghanistan,33.93911,67.709953,2020-04-11,555
,Afghanistan,33.93911,67.709953,2020-04-10,521
,Afghanistan,33.93911,67.709953,2020-04-09,484
,Afghanistan,33.93911,67.709953,2020-04-08,444
,Afghanistan,33.93911,67.709953,2020-04-07,423
,Afghanistan,33.93911,67.709953,2020-04-06,367
,Afghanistan,33.93911,67.709953,2020-04-05,349
,Afghanistan,33.93911,67.709953,2020-04-04,299
,Afghanistan,33.93911,67.709953,2020-04-03,281
,Afghanistan,33.93911,67.709953,2020-04-02,273
,Afghanistan,33.93911,67.709953,2020-04-01,237
,Afghanistan,33.93911,67.709953,2020-03-31,174
,Afghanistan,33.93911,67.709953,2020-03-30,170
,Afghanistan,33.93911,67.709953,2020-03-29,120
,Afghanistan,33.93911,67.709953,2020-03-28,110
,Afghanistan,33.93911,67.709953,2020-03-27,110
,Afghanistan,33.93911,67.709953,2020-03-26,94
,Afghanistan,33.93911,67.709953,2020-03-25,84
,Afghanistan,33.93911,67.709953,2020-03-24,74
,Afghanistan,33.93911,67.709953,2020-03-23,40
